Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal_Price,Price_Date
592,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,15 May 10
593,Bhatinda,Maur,Wheat,Other,FAQ,1100,1140,1100,15 Jun 10
594,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,15 Apr 17
595,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,15 Apr 16
596,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,15 Apr 13
597,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,15 Apr 10
598,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,14 May 15
599,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,14 May 14
600,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,14 May 13
601,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,14 May 12
602,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,14 May 10
603,Bhatinda,Maur,Wheat,Other,FAQ,1100,1105,1100,14 Jun 10
604,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,14 Apr 17
605,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,14 Apr 16
606,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,14 Apr 10
607,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,13 May 15
608,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,13 May 14
609,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,13 May 13
610,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,13 May 12
611,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,13 May 10
612,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,13 Apr 17
613,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,13 Apr 10
614,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,12 May 15
615,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,12 May 14
616,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,12 May 12
617,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,12 Apr 17
618,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,12 Apr 10
619,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,11 May 15
620,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,11 May 14
621,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,11 May 13
622,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,11 May 12
623,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,11 May 10
624,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,11 Apr 17
625,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,11 Apr 10
626,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,10 May 15
627,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,10 May 14
628,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,10 May 13
629,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,10 May 12
630,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,10 Apr 10
631,Bhatinda,Maur,Wheat,Other,FAQ,1280,1280,1280,9 Nov 12
632,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,9 May 15
633,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,9 May 14
634,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,9 May 13
635,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,9 May 12
636,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,9 May 10
637,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,9 Apr 10
638,Bhatinda,Maur,Wheat,Other,FAQ,800,900,850,8 Sep 12
639,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,8 May 15
640,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,8 May 14
641,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,8 May 13
642,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,8 May 12
643,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,8 May 10
644,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,8 Apr 17
645,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,7 May 15
646,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,7 May 14
647,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,7 May 13
648,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,7 May 12
649,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,7 May 10
650,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,6 May 16
651,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,6 May 15
652,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,6 May 14
653,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,6 May 13
654,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,6 May 12
655,Bhatinda,Maur,Wheat,Other,FAQ,1100,1130,1100,6 Jul 10
656,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,6 Apr 17
657,Bhatinda,Maur,Wheat,Other,FAQ,1300,1500,1400,5 Nov 10
658,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,5 May 16
659,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,5 May 15
660,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,5 May 14
661,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,5 May 13
662,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,5 May 12
663,Bhatinda,Maur,Wheat,Other,FAQ,1100,1140,1100,5 Jul 10
664,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,4 May 16
665,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,4 May 15
666,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,4 May 14
667,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,4 May 13
668,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,4 May 12
669,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,4 May 10
670,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,4 Jun 12
671,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,3 May 17
672,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,3 May 16
673,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,3 May 13
674,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,3 May 12
675,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,3 May 10
676,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,3 Jun 12
677,Bhatinda,Maur,Wheat,Other,FAQ,1625,1625,1625,2 May 17
678,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,2 May 16
679,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,2 May 14
680,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,2 May 13
681,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,2 May 12
682,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,2 May 10
683,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,2 Jun 12
684,Bhatinda,Maur,Wheat,Other,FAQ,1525,1525,1525,1 May 16
685,Bhatinda,Maur,Wheat,Other,FAQ,1450,1450,1450,1 May 15
686,Bhatinda,Maur,Wheat,Other,FAQ,1400,1400,1400,1 May 14
687,Bhatinda,Maur,Wheat,Other,FAQ,1350,1350,1350,1 May 13
688,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,1 May 12
689,Bhatinda,Maur,Wheat,Other,FAQ,1100,1100,1100,1 May 10
690,Bhatinda,Maur,Wheat,Other,FAQ,1285,1285,1285,1 Jun 12
691,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,31 May 11
692,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,30 May 11
693,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,30 Apr 16
694,Bhatinda,Raman,Wheat,Other,FAQ,1350,1355,1350,30 Apr 13
695,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,30 Apr 11
696,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,30 Apr 10
697,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
698,Bhatinda,Raman,Wheat,Other,FAQ,1450,1455,1450,29 Apr 15
699,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
700,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,29 Apr 13
701,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,29 Apr 12
702,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,29 Apr 11
703,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,29 Apr 10
704,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,28 May 11
705,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,28 Apr 16
706,Bhatinda,Raman,Wheat,Other,FAQ,1400,1410,1400,28 Apr 14
707,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,28 Apr 13
708,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
709,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,28 Apr 11
710,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,28 Apr 10
711,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,27 May 11
712,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,27 Apr 16
713,Bhatinda,Raman,Wheat,Other,FAQ,1450,1455,1450,27 Apr 15
714,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,27 Apr 14
715,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,27 Apr 13
716,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
717,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,27 Apr 11
718,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,27 Apr 10
719,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,26 May 11
720,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
721,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
722,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,26 Apr 13
723,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
724,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,26 Apr 11
725,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,26 Apr 10
726,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,25 May 12
727,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,25 May 11
728,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
729,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
730,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,25 Apr 13
731,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,25 Apr 12
732,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,25 Apr 11
733,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,24 May 14
734,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,24 May 12
735,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,24 May 11
736,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
737,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,24 Apr 14
738,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,24 Apr 13
739,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
740,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,24 Apr 11
741,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,23 May 14
742,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,23 May 12
743,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,23 May 11
744,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
745,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,23 Apr 14
746,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,23 Apr 13
747,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,23 Apr 12
748,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,23 Apr 11
749,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,23 Apr 10
750,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,22 May 14
751,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,22 May 12
752,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,22 Apr 16
753,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,22 Apr 14
754,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,22 Apr 13
755,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,22 Apr 11
756,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,22 Apr 10
757,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,21 May 14
758,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,21 May 13
759,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,21 May 12
760,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,21 May 11
761,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,21 Apr 16
762,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,21 Apr 14
763,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,21 Apr 13
764,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,21 Apr 11
765,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,21 Apr 10
766,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,20 May 14
767,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,20 May 13
768,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,20 May 11
769,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,20 Apr 16
770,Bhatinda,Raman,Wheat,Other,FAQ,1400,1410,1400,20 Apr 14
771,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,20 Apr 13
772,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,20 Apr 11
773,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,20 Apr 10
774,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,19 May 15
775,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,19 May 14
776,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,19 May 12
777,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,19 May 11
778,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,19 Apr 16
779,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,19 Apr 14
780,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,19 Apr 13
781,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,19 Apr 11
782,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,19 Apr 10
783,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,18 May 14
784,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,18 May 12
785,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,18 May 11
786,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,18 Apr 16
787,Bhatinda,Raman,Wheat,Other,FAQ,1410,1410,1410,18 Apr 14
788,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,18 Apr 13
789,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,18 Apr 11
790,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,17 May 14
791,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,17 May 13
792,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,17 May 12
793,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,17 May 11
794,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,17 Apr 16
795,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,17 Apr 13
796,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,17 Apr 10
797,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,16 May 13
798,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,16 May 12
799,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,16 May 11
800,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,16 Apr 16
801,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,16 Apr 10
802,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,15 May 14
803,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,15 May 13
804,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,15 May 11
805,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,14 May 14
806,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,14 May 13
807,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,14 May 12
808,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,14 May 11
809,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,13 May 16
810,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,13 May 14
811,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,13 May 13
812,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,13 May 11
813,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,13 Apr 16
814,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,12 May 14
815,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,12 May 12
816,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,12 May 11
817,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,11 May 16
818,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,11 May 15
819,Bhatinda,Raman,Wheat,Other,FAQ,1400,1410,1400,11 May 14
820,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,11 May 13
821,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,11 May 12
822,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,11 May 11
823,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,10 May 16
824,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,10 May 15
825,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,10 May 14
826,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,10 May 12
827,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,10 May 11
828,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,9 May 16
829,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,9 May 15
830,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,9 May 14
831,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,9 May 13
832,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,9 May 12
833,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,9 May 11
834,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,8 May 16
835,Bhatinda,Raman,Wheat,Other,FAQ,1400,1410,1400,8 May 14
836,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,8 May 13
837,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,8 May 11
838,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,7 May 16
839,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,7 May 15
840,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,7 May 14
841,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,7 May 13
842,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,7 May 12
843,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,7 May 11
844,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,7 May 10
845,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,6 May 16
846,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,6 May 15
847,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,6 May 14
848,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,6 May 13
849,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,6 May 12
850,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,6 May 11
851,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,6 May 10
852,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,5 May 16
853,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,5 May 15
854,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,5 May 14
855,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,5 May 13
856,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,5 May 12
857,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,5 May 11
858,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,5 May 10
859,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,4 May 16
860,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,4 May 14
861,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,4 May 13
862,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,4 May 12
863,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,4 May 11
864,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,4 May 10
865,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,3 May 16
866,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,3 May 14
867,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,3 May 13
868,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,3 May 12
869,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,3 May 11
870,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,2 May 16
871,Bhatinda,Raman,Wheat,Other,FAQ,1450,1450,1450,2 May 15
872,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,2 May 14
873,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,2 May 13
874,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,2 May 12
875,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,2 May 11
876,Bhatinda,Raman,Wheat,Other,FAQ,1525,1525,1525,1 May 16
877,Bhatinda,Raman,Wheat,Other,FAQ,1400,1400,1400,1 May 14
878,Bhatinda,Raman,Wheat,Other,FAQ,1350,1350,1350,1 May 13
879,Bhatinda,Raman,Wheat,Other,FAQ,1285,1285,1285,1 May 12
880,Bhatinda,Raman,Wheat,Other,FAQ,1120,1120,1120,1 May 11
881,Bhatinda,Raman,Wheat,Other,FAQ,1100,1100,1100,1 May 10
882,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,30 Apr 17
883,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,30 Apr 16
884,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,30 Apr 15
885,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,30 Apr 10
886,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,29 May 12
887,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,29 Apr 17
888,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,29 Apr 16
889,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,29 Apr 15
890,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,29 Apr 14
891,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,29 Apr 10
892,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,28 Apr 17
893,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,28 Apr 14
894,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,28 Apr 12
895,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,28 Apr 10
896,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,27 Apr 17
897,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,27 Apr 16
898,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,27 Apr 14
899,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,27 Apr 12
900,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,27 Apr 10
901,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1625,1625,1625,26 Apr 17
902,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,26 Apr 16
903,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,26 Apr 15
904,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,26 Apr 14
905,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,26 Apr 12
906,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,26 Apr 10
907,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,25 Apr 16
908,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,25 Apr 15
909,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,25 Apr 14
910,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,25 Apr 12
911,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,25 Apr 10
912,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,24 Apr 16
913,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,24 Apr 15
914,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,24 Apr 14
915,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,24 Apr 12
916,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1100,1100,1100,24 Apr 10
917,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1525,1525,1525,23 Apr 16
918,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1450,1450,1450,23 Apr 15
919,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1400,1400,1400,23 Apr 14
920,Bhatinda,Rampura Phul,Wheat,Other,FAQ,1285,1285,1285,23 Apr 12
